season,episode,img_src,painting_title,hex_codes
27,5,https://www.twoinchbrush.com/images/painting351.png,Winter at the Farm,#65A4D2
27,6,https://www.twoinchbrush.com/images/painting352.png,Daisies at Dawn,#BE9670
27,7,https://www.twoinchbrush.com/images/painting353.png,A Spectacular View,#83A2B0
27,8,https://www.twoinchbrush.com/images/painting354.png,Daybreak,#B0B9C0
27,9,https://www.twoinchbrush.com/images/painting355.png,Island Paradise,#91939A
27,10,https://www.twoinchbrush.com/images/painting356.png,Sunlight in the Shadows,#B98D74
27,11,https://www.twoinchbrush.com/images/painting357.png,Splendor of a Snowy Winter,#8196BF
27,12,https://www.twoinchbrush.com/images/painting358.png,Forest River,#679DA6
27,13,https://www.twoinchbrush.com/images/painting359.png,Golden Glow of Morning,#B98A5D
28,1,https://www.twoinchbrush.com/images/painting360.png,Fisherman's Trail,#A98E73
28,2,https://www.twoinchbrush.com/images/painting361.png,A Warm Winter,#B68C8E
28,3,https://www.twoinchbrush.com/images/painting362.png,Under Pastel Skies,#8C96A4
28,4,https://www.twoinchbrush.com/images/painting363.png,Golden Rays of Sunshine,#5C9DBE
28,5,https://www.twoinchbrush.com/images/painting364.png,The Magic of Fall,#D78344
28,6,https://www.twoinchbrush.com/images/painting365.png,Glacier Lake,#8197B9
28,7,https://www.twoinchbrush.com/images/painting366.png,The Old Weathered Barn,#DA7D25
28,8,https://www.twoinchbrush.com/images/painting367.png,Deep Forest Falls,#839084
28,9,https://www.twoinchbrush.com/images/painting368.png,Winter's Grace,#6899D0
28,10,https://www.twoinchbrush.com/images/painting369.png,Splendor of Autumn,#AD8E73
28,11,https://www.twoinchbrush.com/images/painting370.png,Tranquil Seas,#A88F87
28,12,https://www.twoinchbrush.com/images/painting371.png,Mountain Serenity,#8F91B3
28,13,https://www.twoinchbrush.com/images/painting372.png,Home Before Nightfall,#9F9082
29,1,https://www.twoinchbrush.com/images/painting373.png,Island in the Wilderness,#779AA8
29,2,https://www.twoinchbrush.com/images/painting374.png,Autumn Oval,#B38D6F
29,3,https://www.twoinchbrush.com/images/painting375.png,Seasonal Progression,#7C9AB9
29,4,https://www.twoinchbrush.com/images/painting376.png,Light at the Summit,#6A9E94
29,5,https://www.twoinchbrush.com/images/painting377.png,Countryside Barn,#5BB663
29,6,https://www.twoinchbrush.com/images/painting378.png,Mountain Lake Falls,#7698A3
29,7,https://www.twoinchbrush.com/images/painting379.png,Cypress Creek,#AF8D55
29,8,https://www.twoinchbrush.com/images/painting380.png,Trapper's Cabin,#849B88
29,9,https://www.twoinchbrush.com/images/painting381.png,Storm on the Horizon,#7995BF
29,10,https://www.twoinchbrush.com/images/painting382.png,Pot O' Posies,#BD453C
29,11,https://www.twoinchbrush.com/images/painting383.png,A Perfect Winter Day,#6F9BC2
29,12,https://www.twoinchbrush.com/images/painting384.png,Aurora's Dance,#7087A8
29,13,https://www.twoinchbrush.com/images/painting385.png,Woodman's Retreat,#85969A
30,1,https://www.twoinchbrush.com/images/painting386.png,Babbling Brook,#A49072
30,2,https://www.twoinchbrush.com/images/painting387.png,Woodgrain View,#7E95B5
30,3,https://www.twoinchbrush.com/images/painting388.png,Winter's Peace,#A78E8B
30,4,https://www.twoinchbrush.com/images/painting389.png,Wilderness Trail,#6E968C
30,5,https://www.twoinchbrush.com/images/painting390.png,A Copper Winter,#BB8A6B
30,6,https://www.twoinchbrush.com/images/painting391.png,Misty Foothills,#8296A7
30,7,https://www.twoinchbrush.com/images/painting392.png,Through the Window,#8D959C
30,8,https://www.twoinchbrush.com/images/painting393.png,Home in the Valley,#5FA3B6
30,9,https://www.twoinchbrush.com/images/painting394.png,Mountains of Grace,#5CA0BE
30,10,https://www.twoinchbrush.com/images/painting395.png,Seaside Harmony,#9191AD
30,11,https://www.twoinchbrush.com/images/painting396.png,A Cold Spring Day,#8197AA
30,12,https://www.twoinchbrush.com/images/painting397.png,Evening's Glow,#C08C2F
30,13,https://www.twoinchbrush.com/images/painting398.png,Blue Ridge Falls,#839885
31,1,https://www.twoinchbrush.com/images/painting399.png,Reflections of Calm,#7099B4
31,2,https://www.twoinchbrush.com/images/painting400.png,Before the Snowfall,#8394B8
31,3,https://www.twoinchbrush.com/images/painting401.png,Winding Stream,#38ADDB
31,4,https://www.twoinchbrush.com/images/painting402.png,Tranquility Cove,#AB8F79
31,5,https://www.twoinchbrush.com/images/painting403.png,Cabin in the Hollow,#8D949B
31,6,https://www.twoinchbrush.com/images/painting404.png,View from Clear Creek,#789AA0
31,7,https://www.twoinchbrush.com/images/painting405.png,Bridge to Autumn,#C8834A
31,8,https://www.twoinchbrush.com/images/painting406.png,Trail's End,#9A8F8F
31,9,https://www.twoinchbrush.com/images/painting407.png,Evergreen Valley,#7B8A9E
31,10,https://www.twoinchbrush.com/images/painting408.png,Balmy Beach,#96898E
31,11,https://www.twoinchbrush.com/images/painting409.png,Lake at the Ridge,#6F9FAC
31,12,https://www.twoinchbrush.com/images/painting410.png,In the Midst of Winter,#8593AF
31,13,https://www.twoinchbrush.com/images/painting411.png,Wilderness Day,#9C866D
